Id	Length	HS	PT	GG	NL	#1#
ENST00000253669	409	401	189,193,257,294,301,363,374,381	113,119,126,156,342	19,26,46,84,103,122,159,205,248,253,279,361,378,403	395
ENST00000616363	405	232	5,148	150,328	15,46,206	332
ENST00000432128	396	313			107	
ENST00000370823	406	48,62	56		2,16,26,47,53,120,135,166,181,218,272,393	337,343
ENST00000301455	348	228	259	152,256	3,29,89,101,121,123,135,136,194,215,285	94,342
ENST00000537356	371	57	208,277,317,339		21,32,162,179,251,254,256,289,316	
ENST00000409110	405	32	184,292	12		273
ENST00000369415	400					
ENST00000306773	402	234		147		
ENST00000342526	386	26	180	61,106,188,298,307	49,109,119,122,210,228,333	120
ENST00000530135	402	26	2,25	57	67,112	
ENST00000646272	402	83	231,234	79,136,235,392	4,99,104,119,120,144,147,151,157,193,196,201,203,217,306,353,375,384,389,401	
ENST00000395914	403	57		27,71	39,61,226,354,376,391,399	
ENST00000370938	405	171,206		50,319,352	5,28,132,166,285,348,362,365	
ENST00000434715	372		135		104	137
ENST00000262948	357				262,277,286,291,305	
ENST00000601372	400	128	98		2,3,6,8,13,24,38,181,225	
ENST00000465804	400				277	
ENST00000381920	404	262,278	165,279	169,353,360	52,68,81,94,134,140,222,226,241,247,256,270,390	
ENST00000320954	384				7,310	
ENST00000412830	395					
ENST00000366592	397				3,5,45,359	
ENST00000495262	402	12,238	80	60	160	
ENST00000380814	400		108		99,149,162,199,204,212,266,289,337	
ENST00000261601	325			50,52,220		
ENST00000287590	251	57,140	37		18	
ENST00000480945	393					
ENST00000223095	402	8	326	229,259	23,24,93,173,209,376,396	
ENST00000370648	399		396		171,350,370,391	
ENST00000242315	239		148,157		102,109,140,150,192	
ENST00000415385	392					
ENST00000617388	375	157,191		20,302	192,212,261,279,308,310,318	
ENST00000336233	399				201,206,207,219,261,368	
ENST00000371421	349	113,264,348	266		215,247,271,293,313,339	
ENST00000392446	358	80,257	268	78	144,235,343	
ENST00000300086	227				51,52	
ENST00000373001	359				2,20	
ENST00000302946	357	131	17	30,46,120,143,310	3,37,100,155,181,203,209,261,270,314,329	330
ENST00000394775	410		12,74,87,353	101,148,222,235,245,256,325	5,25,37,67,75,128,162,169,180,272,339,374,377	82,172,208,269,328
ENST00000296098	390				199,376	347
ENST00000372648	400	190		346		
ENST00000374183	397	360,376	6	379	55,164,230,361	
ENST00000334690	362		191	315	171	
ENST00000443314	399		244,338	251	46,123,176,253	
ENST00000265165	361	359				
ENST00000300098	404	88,349		77,371	20,41,80,157,172,235,398	260
ENST00000292672	350				88	
ENST00000372232	398		193,196		10,187	
ENST00000295268	346	264	283	145,192,320,331	39,101,116,150,170,265,291,303,328	130,133
ENST00000370685	398					
ENST00000518632	398		319	396	7,73	
ENST00000301998	397				23,75,110,127,136	
ENST00000361786	399	398	81,214	389	200	
ENST00000381870	400	97	41,108,178	47	45,222	
ENST00000299882	377	9,126,198,288,315,367	158	37	41,96,101,128,140,168,249,279,284,339,349	121,313
ENST00000379660	401	111,220		208,372	65,358	
ENST00000306433	275			18	179,251,266	
ENST00000298125	400	63,244		186	96	
ENST00000261448	358			244	10,11,98	
ENST00000458174	404	10,283,309,378,385,393	68,96,100,210	3,153,307,388	14,27,46,91,136,145,150,186,201,266,300,322,332,339,372,380,401	285
ENST00000330899	397					
ENST00000367387	381				2	
ENST00000322128	253		140,178		247,250	
ENST00000662555	153				6,8,22,55,95	
ENST00000274721	399	330	163,343	139,188,379	6,24,58,70,148,238,307,332,397	
ENST00000369063	396		108,222,266,363		15,17,328	
ENST00000592524	396					
ENST00000447869	401	16,199,232,322	37	88	27,183,205,237,295,305,325,332,383,384,392,393	
ENST00000358372	396		16		260,359	
ENST00000313640	410	2,9,49,63,133,223,323	401	5,8,40,344,394	20,23,28,31,37,42,71,89,134,324,359,378,396	
ENST00000376573	361					
ENST00000380450	370	143	151	317,368	9,31,37,39,55,68,146,204,231,303,320	323,324
ENST00000457424	398	147	259,367,368	352	183,247,253,310,313,320,325,344,381,390	
ENST00000649637	384				201	
ENST00000306121	397	311	37			
ENST00000332556	393	8,198,364	34,266,359	115,209,210	72,95,171,189,193	62
ENST00000442561	367		105,194	309	5,45,87,111,143,152,167,190,218,271,278,287,290,340,341	
ENST00000261643	316		188,191,193,195,196,309	33,257	7,22,79,88,174,306,307	
ENST00000652192	400	18,63,79	352	349	36,96	
ENST00000306077	400	179	266,381	8,116,383,391	20,388	
ENST00000296215	396				57,84,152,153,220	
ENST00000188312	396			20		
ENST00000378827	396		37,144,158		36,81	231
ENST00000334534	399	121,216,300	290,360	294	96,116,171,210,214,217,273,282,287,308,374,383	
ENST00000265038	396			154		
ENST00000366535	395		54		165,351	
ENST00000342444	399	328	37,331	62,86,186,369	51,63,327,356,359,375,390,396	
ENST00000295208	305	75,140	238		11,33,39,96,302	139
ENST00000324849	397		289	167	19,148,214	209
ENST00000216639	387				103,280,318	
ENST00000375349	396	367			171,297	
ENST00000616972	361					
ENST00000220429	319					
ENST00000392306	361	140	169,198,349	211	25,41,176,192,222,234,238,239,244,298,336	119
ENST00000292211	395					
ENST00000372213	395				17,326	
ENST00000288207	398		55	27,148	56,59,85,191,192,387,395	
ENST00000306434	366					
ENST00000375120	392	263		35	160,346,366	
ENST00000541638	390		251,378	207,254	140,141,217,283	246
ENST00000407106	392	93,232	130,248	87	18,36,60,78,294	
ENST00000262374	217		101	161	60,94,140,143,163,198	72
ENST00000297540	362				18,129,130,153,346	
ENST00000366899	394			345	30,351	
ENST00000267460	394		122			
ENST00000316470	351	269,271,317	35,207,273,347	59,212,263,321	7,25,175,260,268,281,282,294,323,333,344	
ENST00000404694	400	9,15,73,127,269,387	27,87,228,349	5,104,136,182,328,373	21,40,50,52,76,78,89,91,106,107,110,111,116,129,167,181,187,267,275,320,347,351,354,391,395	
ENST00000367627	397	13	7,35,288	37	12,18,20,24,46,141,158,183,217,218,222,228,322	83
ENST00000340650	395			97	11,13,57,182,226,235	
ENST00000374279	394				17	
ENST00000388712	387	282	135,222	4,124	40,179,204,207,220,223,291,325,339	236
ENST00000322522	399		266	27,77,272,383	94,242,245,247,251,252,342,352,398	88
ENST00000446632	392	114,225,344	71,104,304	168,212	4,6,61,63,140,145,289,345,347,351	49
ENST00000379731	347	171		97,344	34,54,76	
ENST00000330513	396	26,125,330	62,321	338	31,32,49,50,73,83,118,129	7
ENST00000263314	367	127		146,270	286,299	
ENST00000343043	366	76		28,75,221	78,116,122,165,223,277	
ENST00000263317	371			229,241,242,244,245,248,249,270,272,276,278,279	217,222,223,314	
ENST00000416379	394		232	8,127,165,233,247	36,56,59,66,73,105,189,194,197,291,300	17
ENST00000370812	395	16			13,338	
ENST00000323851	394	384			380	
ENST00000307102	393					
ENST00000414144	394		203,214,388	105	8,63,102,227,229,282,295	
ENST00000369037	399	3,41,157,278		96,182	20,301	
ENST00000444024	398	14	116,387	27,71,87	49,55,70,118,128,142,210,213,274,360,394	11,60
ENST00000367048	396	373	22,317	24	82,103,223,230,231,237,254,327,329,369	375
ENST00000258455	396	231	7	4	5,56,67,124,183,187,216,225,230,306,356,361,376	
ENST00000371263	373	14,36	247		134	
ENST00000586600	302		266		285,291,292,294,297,298,301	
ENST00000285093	397		81,150,310	64,128,160	56,60,151,155,192,253,371,372	
ENST00000382622	354	23				
ENST00000588072	396	64,268		388	7,238,241,391,395	
ENST00000295694	394		165	204	12,38,42,102,103,115,117,153,164,172,183,322	
ENST00000367201	345			213	9,17,38,162,195,201,260	
ENST00000240100	394	62				
ENST00000374737	396	203,376		89,250,252,392	20,29,39,54,60,180,182,248,305,313,314,324,379,386,391	
ENST00000563383	397	168,208	158,219,244	3	11,15,33,64,97,119,130,171,191,213,222,231,295	
ENST00000248901	365	65			340,341	
ENST00000368088	297				12,15	
ENST00000616170	370			283	290	
ENST00000382743	399	89,101,372	167,169,388	16,25,98	12,22,30,39,58,117,172,260,301	
ENST00000303786	393	40			20,22,31,348	
ENST00000515098	393	27			23,37,45,66,199,210,258,315	
ENST00000301012	356	319		7,59,62,87,146,267,339	74,89,237,272,321,328	
ENST00000397286	360	145,294,334,339	296,299	136	100,116,301,324,335	345
ENST00000228510	362		72	126,131,144	32,76,118,193,291,360	
ENST00000396741	395			4,6,7		
ENST00000623247	400	132,273,278		12,102,120,322	3,14,21,48,54,88,107,116,124,138,249,269,291,312,341,378	
ENST00000672354	393			11	10,22,175,202,315	
ENST00000361824	394	142	135,269,328,376	308	290,316,363	
ENST00000319769	393	382			45,316,331,381	
ENST00000295588	392				20,22,76,381	
ENST00000351870	389	38,55,221,250	305	39,218,354	13,67,91,131,161,336,388	
ENST00000392687	392				72	
ENST00000329281	390	225,384			30,64,116,291	
ENST00000399138	363				227	
ENST00000418473	394	9,346	31		18,21,33,389	
ENST00000406938	381	5		29,196,330	6,11,31,150,293	
ENST00000341533	381	33,320	328		109,376	
ENST00000445478	225				6,58	
ENST00000225614	392			95	60,143,147,232,279,286,366,373,391	
ENST00000372827	402	276	239,365	4,14,28,210,271	292	2,97,188
ENST00000431473	384				100,106,107,227,298,349,352,353	
ENST00000612399	389					
ENST00000265563	384		54,172	338	15,39,43,265,293	
ENST00000254654	383			57	2,4,5,7,8,63,350	
ENST00000267015	396	229,384,393	305	388	4,84,208,244	
ENST00000380588	403	49,74,164,236,281,346,377	62,99,101,169,285,381	68,215,270,294,310	17,21,31,81,84,90,91,147,163,178,192,235,249,256,315,317,320,373,374,400	278
ENST00000321276	371	110	154	192	20,77,78,162,198,292	
ENST00000368607	354	347	348	56,344	33,41,97,143,265,283,302	
ENST00000394282	219					
ENST00000217244	391					
ENST00000379562	377			195,354	233	
ENST00000252677	368	205	165,211,289,349		31,51,84,135,196,220,274,361	
ENST00000313655	365	222,348			6,190,237,258	246
ENST00000377526	384	27		266	257,332	
ENST00000325752	391	76,318			36,122,150,159,203,315,328	288
ENST00000640173	381	96,335,347	104,257,270,363	38,113,131,146,266,303	5,14,17,29,41,54,71,80,85,98,128,132,140,147,170,178,181,186,209,210,240,250,285,299,305,330,332,340,352,354,371	
ENST00000397332	364	115,362		54	101,114,245,270	
ENST00000289004	305	32,76			81,103,124,220,225,239,300	
ENST00000373306	370	23,120,218,230,336	301	145	11,30,61,205,223,315,347,362	
ENST00000369684	330				307,308,320,322	
ENST00000371007	315	81,109,161,294		139,220,253	36,49,110,169,187,228,229,265,268,272,280,306,307,309	
ENST00000439765	315	20	280	128,244	39,99,178,211,226,264	180,294,308
ENST00000559450	383	342	203,283,371,380	356	231,244,357,364,374	259
ENST00000374282	392	72		41	153,155,162,250,262,334	
ENST00000541260	327		57,188	47,301	36,38,50,80,110,168,246,255,256,291,322	238,253
ENST00000546424	390	190,200			102,181,296,355,373,380,382	
ENST00000217901	372	18,358		220		
ENST00000219240	395	384	23	81,244,365	15,173,191,245,300,369	222
ENST00000221930	390				23,210,228	
ENST00000263726	294			245	189,283	
ENST00000366514	392	298		67,139,261,330	6,41,42,50,63,84,85,89,134,150,157,238,252,269,287,305,307,353,362,375	
ENST00000379568	390	288,366	342	19	27,215,262,310,370	
ENST00000369448	391	67,349				
ENST00000376485	385			136		
ENST00000301061	302				21,226	
ENST00000284288	392	176	174	29	13,41,89,92,95,257,268	
ENST00000392664	379		27,28,211		9,89,243	353
ENST00000221200	389		84			
ENST00000439977	391			98,355	51,95,107,132	
ENST00000249396	364				2,3,29,159,298,335	
ENST00000340465	393	164,261,386	214	351	63,166,209,222,332,372	60
ENST00000394855	390	382			25,56,172,285,295,358	
ENST00000369947	390			12	105,277	45
ENST00000479665	392			30,211	66,78,82,198,315	289,299
ENST00000360694	389	317			26,115,132,273	
ENST00000233535	388				10,166,342	
ENST00000323372	390	217		81	71,149,162,261,283,289,293,300	
ENST00000227348	391	64,165,343	174	180	82,98,154,157,158,246,267,312,374,378,380,384	
ENST00000319359	397	191,237	113	19,207,238,251,258,389	18,21,91,99,120,145,195,214,252,262,284,353,362,365	339
ENST00000278919	387				18,28	
ENST00000427383	379	317,374				
ENST00000567164	394	294,375	108,155	90,152,214,390	46,113,183,198,232,270,325,337,338,359,378	
ENST00000535671	323		255			
ENST00000371746	288			198,242	174,176,177,179,180,203,209	
ENST00000529202	387				15,22,42,68,83	
ENST00000328945	393	10,31,96	114	52,106,379	4,6,55,65,100,109,168,362,364,387	
ENST00000268699	387	50,53,234	198,208,264,327,364	155,322	137,149,150,154,165	
ENST00000355653	392	31,156,186	40,354	234,371	11,12,46,82,209	
ENST00000616939	333		14,17,269			
ENST00000381539	383	107,115	284	358	28,79,278,332,348,367,368,379	
ENST00000404914	370	331	212	38	4	
ENST00000360566	389	56	60		40,318,338	4
ENST00000315658	388	61	378	66,296	22,50,74,119,128,130,136,148,232,235,308,309,320,350,382	194
ENST00000613852	389	61,306		40	33,124,386	26
ENST00000216489	334		300	248,311	2,34,55,69,75,104,142,264,306,318	101
ENST00000309519	320	90	264	69	52,71,83,179	
ENST00000339994	390	23,337,353	104	274	377	
ENST00000398427	331				67	
ENST00000263671	373	66		108,301,321	94,117,183,195	
ENST00000357103	386				39	
ENST00000375749	368			201,288	46,192	
ENST00000620997	364	33		141	120	
ENST00000393700	313	208			6,57,152,167,172,184,217,235,267	
ENST00000295266	388		27	3,10	38,202,226,238,269,287,316,322,324,338,348,355	
ENST00000671413	341	332		34	12	
ENST00000357529	379					
ENST00000220058	385		129	7,36,84,331	2,6,87,231,267,295,335	
ENST00000355059	145	69	108		106	
ENST00000290429	390	303	95	81,205,304,338	11,26,59,220,246,284,288,307,310,313,320,341,386,389	
ENST00000207457	379	118,192	321	25,75,109	32,77,90,122,172,255,257,298,316,352	259
ENST00000394942	387	161	151,228	56	18,23,69,126,154,266	
ENST00000260585	368				224,321	
ENST00000308375	360	184				
ENST00000619168	309					
ENST00000319974	385				25,223,358	
ENST00000192314	389	213,310,381	335,352	20,55,322	3,6,15,26,80,88,102,116,192,195,196,253,254,256,283,296,319,337,355	
ENST00000368849	390	187,194	182,188,206,224,230	321,381	11,22,42,56,161,167,195,203,241,331	127
ENST00000273077	355				38,336	
ENST00000539282	371		62		15,110,119,290,326	
ENST00000345165	330		172,179	92,107,185,196,199	15,16,103,106,155,159,189,207,219,259,288	76,125,142,151,164,184
ENST00000657500	389	2,143,308	386	28,151,179,272,353	7,15,17,146,174,177,185,188,234,268,280,287,294,296,303	
ENST00000274643	388	40,196	64,343	126	17,49,52,76,184,386	
ENST00000348849	381					
ENST00000268150	374	76	214	265	2,5,19,29,68,87,97,102,124,152,231,271	
ENST00000270776	377			214,368,369,373,374	53,59,299	
ENST00000356637	368	265	133,357,358	80,257	164,220,259,274,275,280	
ENST00000281623	387		263	10,60	11,26,262,362,385	
ENST00000373095	336		24			
ENST00000308132	391	215,231,354,361,381	65,225,280,291,297	85,128,188,195,252,318	32,53,57,60,81,89,92,98,101,111,113,117,134,147,154,158,169,185,206,209,213,221,241,245,287,304,312,341,344,358,362,365,375	370
ENST00000377799	391	101		49,336,362	4,70,218,220,319,330	210,263,337
ENST00000307503	334	23,34,48,282	176,197	312,313	9,26,37,50,119,231,265,319,320	
ENST00000360388	384					
ENST00000268797	365		112,301		16,304,309	310
ENST00000270172	385		29,32,80	204,338	3,74,143,148,151,198,214,222,241,295,322,334,340,349,355	
ENST00000355810	389	151	73,88,197,363	155,340,369	4,15,16,25,44,297,384	
ENST00000256906	263	127	254	97,121	16,35,45,56,83,142,191,256	
ENST00000446526	385	11		29		
ENST00000329003	386	263,363	40,104	381	316,320,340,343,358,359,362,367,379,383,384	345
ENST00000299578	378	248,284,285,331,373	205,244	36,275,316,327	14,21,22,26,35,47,50,54,91,114,136,141,154,170,172,176,239,251,263,271,294,297,315,322,336,338,348	289
ENST00000199936	384	327	59,125	265,286,305	3,8,23,25,47,63,77,175,181,225,245,252,255,263,310,313,345,349,359,365,370,375	
ENST00000373025	379	309	14,285,331	6,164,223	53,68,110,163,166,203,209,340,344,347	46
ENST00000274311	385	221				
ENST00000380289	384	23	358		49,346	
ENST00000291294	386	346,362		379	50,246,358	
ENST00000258042	390	38,159	63,167,359	35,68,97,367	6,15	
ENST00000359678	386	46		123,263	2,6,37,91,234,312	
ENST00000334289	388	192	230,351,359	20,34,56,128	26,29,43,321,361	
ENST00000222511	387	64		308	6,61,114,120,307,354,371	18
ENST00000355526	337			296		
ENST00000352903	286	159	169	145,223	80,108,155	97
ENST00000326010	384			190	263	
ENST00000395862	382					
ENST00000358309	386	72	10,34,53	48,346	3,7,8,31,58,59,132,300,365	126
ENST00000217270	384	374	50,56,322,334		97,202	
ENST00000356198	390	42,211	66,226	37,130,199	141,150,151,186	179,188
ENST00000367615	383	297			24,38,48,125,245,366	
ENST00000398805	382				223,241,249,263,265	
ENST00000252505	388	108,378,383	361	34,245,254	88,150,196,212,280,311,384	301
ENST00000342310	266				186,187,189,190	
ENST00000306851	382		379		368	
ENST00000465148	383		267,335	26		
ENST00000240050	385	39,340	46,290	47,357	60,174,193	
ENST00000308342	297			79,168,292,294,296	42,291	
ENST00000474315	345	199				
ENST00000513312	384		345	38,53,272	22,55,113,124,126,305,331,350	106
ENST00000338448	349	78	332	329	47,118,163,224,311,324	84,341
ENST00000489301	382		323,361	279	337,366	
ENST00000622824	380		40,149,191,243,313	43,50,165	28,51,59,128,147,166,168,285,286,301,328,336	
ENST00000012049	301	277	228		25,88,102,195,208,210,213,214,288	
ENST00000324444	391	145,278,303,371	17,270	127,235,336,338	38,56,72,77,78,83,91,109,129,210,245,277,290,296,300,342	181
ENST00000392894	381					
ENST00000370630	382	309	41,47,182	284,319	10,17,154	
ENST00000446044	382	99	235		15,17	
ENST00000284382	382	370	4,361	366	150,151,173,269,277,334	
ENST00000402135	337		109,177		6,68,99,199,208,281,308	
ENST00000262018	387	100,145,175	63,264	241	12,84,173,219	3
ENST00000602452	383		170,218,299	38,119,296	53,180,208,272,318,329,335,360,376,377	44
ENST00000361822	349		186		59,69,75,227,332	
ENST00000360900	383	267	178,219,265,293,346		19,77,216,230,241,275,294,303,309,331,334,354	
ENST00000416206	353					
ENST00000366957	375	108	118,356		62,175,339	
ENST00000275364	381					27
ENST00000329476	381			125	25	
ENST00000229214	381		18	329	7,13	
ENST00000279488	381	144				
ENST00000233154	380					
ENST00000371281	387	47,377	24,134,236	57,306,359,379	258,348,353	
ENST00000395863	379					
ENST00000451457	385	229	138,200	193,362	67,69,88,109,125,140,177,190,203,235,334,356	
ENST00000271688	325					
ENST00000305352	359	3,342				
ENST00000369583	384	220		19,156,282	159	
ENST00000323563	386	35	7,81	107,204,235,285	14,19,128,132,186,216,236	69
ENST00000278856	385	58,366	260	99	9,26,42,52,143,339,369,384	362
ENST00000305885	380				281,307	
ENST00000606794	380		144		101	
ENST00000358598	381			42		
ENST00000451137	317		90	98	12,20,113	
ENST00000232501	380				206	
ENST00000358337	383	151,194	255	318	13,121,221,308	117
ENST00000369747	386	85,103,310,312,341		106,151,344	4,47,48,51,75,88,96,153,179,197,264,277,364	
ENST00000474267	365	27			247	
ENST00000353487	378					
ENST00000332245	380	175			274	
ENST00000442697	379				5	
ENST00000262455	381			180,314	191	
ENST00000307144	381	284		253	7,34,39,41,65,119,319,340,377,378	
ENST00000443950	375				24	
ENST00000276616	385	132,178,212,377	34,109,272	82,98,107	14,25,71,165,342,379	
ENST00000558017	385	23,371	259	271,275,305	51,108,122,176,276,329	22
ENST00000373731	381	25,27		5	75	
ENST00000458694	384	96	60,142,276	217,266,367	42,67,121,231,250,264,300,331	267,379
ENST00000269881	384	246	372	229,235,367	7,15,38,117,153,211,271,274,278,284,287,370,382	237,267
ENST00000375615	382	240,261	170,178	90,282	4,11,37,205,329,341	
ENST00000341267	371	57,83,89		138,358	75,283,313,320,324,327	
ENST00000356091	356			2,3,5	47	
ENST00000222005	327					
ENST00000383045	322				35,320,321	
ENST00000324000	370	81		145	49	
ENST00000326505	378				25,26,106,139,147,151,152,230,299,327,356	
ENST00000432060	319		78,86,103		143,248,300	
ENST00000246657	378		3		303	
ENST00000327906	381	154	27,53	87,171	10,54,251,287,321,354,364	116
ENST00000288986	377					
ENST00000544987	380		127,172,226	116,267	7,22,111,142,153,246,278,331	265
ENST00000505878	387	17,142	64,157	12,48,68,223,294,302,355	24,27,30,54,155,254,296	
ENST00000260563	379	198	37,150,347	356	360	
ENST00000419445	377					
ENST00000369321	382	20,61,360		4,63,66,101	27,28,37,38,46,55,60,65,83,109,115,123,283	15,72
ENST00000233840	380	33,191	96,204,207,241,253		10,18,58,61,64,85,118,158,169,172,183,226,249,377	
ENST00000290378	377					
ENST00000344921	333		152		4,8,146,147	
ENST00000430223	383	4,12,305	3,80,188	102,240,292	9,147,238,249,260,270,337,350,377	359
ENST00000614847	342	328	97,333	27,78,121,310,312	7,9,28,33,50,76,87,96,138,219	
ENST00000536300	376				18,170,241,339,362,372	
ENST00000286574	379	153,342		107	2,3,11,30	
ENST00000295927	381	48,71,134	39,78,122,352	79,380	2,50,118,136,167,272,278	
ENST00000350320	346			241,246,252,253		
ENST00000358157	346	247		319	12,122	
ENST00000291572	376		269,293		79	
ENST00000367811	376		297		268,339	
ENST00000367242	375					
ENST00000311955	381	124,138,318	68,88	181,189	8,28,93,101,117,208,310,325,374	214
ENST00000573283	372					
ENST00000646664	362				39	
ENST00000338961	372			45	2,32,46,214	197
ENST00000310074	369				10,26,27,286	
ENST00000367233	379	38,76,304	50,51,69	18	17,214,341	
ENST00000340413	380	355		70,133	44,326	275
ENST00000335385	289		76,100	16,33,51,246	61,104,234,238,241,253	27
ENST00000600960	330		179	30	18,322	
ENST00000398523	369				39,99,175,219,350,358	121
ENST00000340990	361					
ENST00000324501	376					
ENST00000650269	374					
ENST00000330794	276	127,129		63	13,27,40,50,71,172,265	46
ENST00000389363	377	305		211	49,59,69,188,196,198,359	356
ENST00000333511	291	155,178,224	190,215	144,197	74,97,101,120,121,163,170,172,181,182,220,222	157
ENST00000260950	375	76			165	
ENST00000651500	377	324	159	107,233	6,21,32,110,122,175,191,201,210,219,227,263,355	
ENST00000299957	380	169,189,196,304	232	262,358	195,210,220,307	
ENST00000310380	371	166,174	4,96		199,227,233	274
ENST00000273905	376		61,181	99,336,364	62,128,160,174,262,284,327,332,339,342,358,369	
ENST00000340434	373			249,252	141,242	
ENST00000353265	352			30,33	252,290	
ENST00000601380	365	96,169,308	7	181,292,295	3,17,175,234,256	
ENST00000370078	375			22	261	
ENST00000373880	376	342		202		
ENST00000388931	218	4	152	159	50,51,55,57,87,168,176	64,181,217
ENST00000614167	314		80,160	139,228,229,239,258	52,243,260	18
ENST00000395829	284	13		235,271	196	
ENST00000425847	372		28		18,52,168,267,292,365	162
ENST00000334549	348	5,195,198,310	154,175,276	139,145,183,192	64,65,69,130,180,346	159
ENST00000614314	341		77		78	
ENST00000642379	373					
ENST00000361256	376	236,369		242	54,63,140,222,238,243,321,374	
ENST00000304523	373					
ENST00000219299	292	109	4,6,181,279	259	14,70,105,116,187,233,247,270	118
ENST00000422053	385	111,179,218,344,347	51,65,168,195,345	8,12,45,79,196	4,17,25,56,81,97,129,139,220,360,367	128
ENST00000268164	375	308		198	155	
ENST00000382771	375	176		311	154,281,282	
ENST00000306268	378	227,297,318,345	65,275	41	57,114,119,144,241,333,367,370	
ENST00000511689	317					
ENST00000401743	373	58,211	77,106		63,74,222,226,240,261,267,287,314,338	
ENST00000334956	345				8	
ENST00000373255	322				112	
ENST00000373264	358				18	
ENST00000371610	372				292	
ENST00000408926	373				42,114,203,244,249,256,365	342
ENST00000544814	354	108,134	5,80,106	353	11,12,39,50,68,73,88,104	
ENST00000608933	372				224,321	
ENST00000476071	337				218	
ENST00000395035	344	32,202	253	172,325,326	9,17,37,41,44,54,67,74,76,77,105,114,115,119,146,164,188,206,215,225,231,254,269,272,277,311,316,319	10
ENST00000379339	137	35,92	56,87,100,101		24,93,126,134,135	
ENST00000378404	369	50,162	65,211	101,272	6,20,34,37,72,75,86,104,130,233,265,296,331,342,344,361	207,289
ENST00000368666	372	74	279		50,144	
ENST00000355552	328		15,250		225,226	7,210
ENST00000373248	306	91	193	255	254	
ENST00000367591	373	116,190				
ENST00000292174	372	6			23,180,193,350,357	
ENST00000640888	372		11	6	23,95,151,371	
ENST00000298317	377	33	4	144,237,280,354	5,11,23,26,40,49,62,85,191,209,226,335,363,369,374	20
ENST00000351266	372	77	17		347,351,356,368	
ENST00000381750	354		39,109	81,301	92	
ENST00000239231	370					
ENST00000397280	372	149,210		303	85,187,223,302,309,315,364	47,119
ENST00000425225	176	9,15,65	24	57,73,87,125,157,167	14,20,23,56,59,72,78,81,92	
ENST00000451320	373			299	88	25,28
ENST00000251630	259	34	142	30,196,215	41,43,93,127	
ENST00000263955	371	119,317			23,313,316,348	
ENST00000533102	330	113		239	5,6	
ENST00000293549	335					
ENST00000368318	289	237,244		151	251	
ENST00000374276	372		191,325	12	4,16,26,71,229,356	52
ENST00000400314	260		53,54,56,57,97		3	
ENST00000182527	370		96		78	
ENST00000304842	370				168,171	
ENST00000565299	342			165	23	234
ENST00000388988	373	6,139	122	205,234	58,100,105,132,149,156,160,172,193,195,200,223	
ENST00000322019	370			334	196	
ENST00000266014	371	333		60	28,89,187	
ENST00000412676	373	75		12	135,158,213,271,371	30,205
ENST00000307886	354	117	170,289	203,260,279,286	3,4,39,142,147,224,259	109
ENST00000366997	370		341		154,342	3
ENST00000247219	375	31	38	48,65,169,223	19,20,129,160,180,192	16
ENST00000378789	370				126,317	150
ENST00000379144	369					
ENST00000287474	282		119,180		23,167	151
ENST00000267103	357	330,334	247	8,29,30	2,10,18,43,250,284,352	37
ENST00000664447	372	348		149,192	4,41,208	
ENST00000371936	380	346	20,85,138,182	146,162,271,332,363,378	28,29,61,129,222,251,252,286,342,345,360,362,370	82,242,343
ENST00000649178	370		22,28,173,275,310	127	4,9,245,287,357	
ENST00000394258	376			8,71,92,133,274	60,72,84,123,127,178,298,344,358	101
ENST00000272852	374	134	218,254,362,365	35,36,348	129,161,222,361	58
ENST00000334815	371	24		302	5,70,127,141,192,221,361,365	
ENST00000288228	368				324	
ENST00000442687	369	43,94	141	74,283	66,68,83,87,96,120,128,153,199,304,339,360	89
ENST00000395876	226		220		32,155,162,217	
ENST00000358527	373	43,172	116,202,259	209,363	25,74,296,302,311,314,371	
ENST00000324189	338	21,42,149,282	110,253		12,18,35,46,59,66,249,274,279,329	
ENST00000367450	326				11,147	
ENST00000381129	370		177,288	345,352,353,355	101,148,251,259,332,340,348,364,368	
ENST00000337288	370	140			2,344	79
ENST00000393471	323	67	91	19,62	7,72,187,203,309	
ENST00000272902	374	35	20,41,368	71,72,202,307,312	6,11,16,32,38,83,120,134,193,199,215,369	
ENST00000380110	365					
ENST00000219315	361	221		278	2,289,298,305,306	
ENST00000357632	362			281		
ENST00000215906	369			24	4,227	
ENST00000338754	365			41		
ENST00000353704	371	38	362	190,352	14,55,66,70,87,135,136,197,278,308,316	
ENST00000345330	367					
ENST00000434634	371		161	123,289	3,4,16,144,156,187,197,224,239,271,286,316	145,369
ENST00000239223	296				2,6,11,15,29,36,44,48,49	
ENST00000530639	353	41			302,305,330	
ENST00000309352	368	111	266		5,9,12,15,21,38,77,84,121,326	
ENST00000381090	370		41,87	152	36,92,131,204,295,354	304
ENST00000306846	367		337		31,363	
ENST00000309737	368	134	46		12,51,56,65,127,175,240,345	
ENST00000262096	366				135,191	
ENST00000261374	367					
ENST00000374202	369	44			9,350	31
ENST00000303469	368	366		174,315	21,83,90,124,135,138,144,270,360,367	206
ENST00000397061	372	109	39	95,104,117,158,162,219	22,25,26,63,96,108,163,166,210,343	355
ENST00000331457	312					
ENST00000300303	321			258	4,10,15,16,167,277,301	
ENST00000361952	372	16,99	93	173,332,337	34,110,111,131,132,187,207	
